latent_regime	bin_left	bin_right	bin_center	component_density	component_mass	weighted_component_density
embryonic_reactivation	-4.122614207010689	-4.035809178072506	-4.079211692541597	1.013845946867967e-13	0.3883486488197522	3.937257035775573e-14
embryonic_reactivation	-4.035809178072506	-3.949004149134322	-3.992406663603414	1.4550211593957246e-10	0.3883486488197522	5.6505550125547894e-11
embryonic_reactivation	-3.949004149134322	-3.862199120196139	-3.9056016346652305	2.693045917737063e-10	0.3883486488197522	1.0458407433627379e-10
embryonic_reactivation	-3.862199120196139	-3.775394091257956	-3.818796605727048	1.3486305361426765e-15	0.3883486488197522	5.237388464680664e-16
embryonic_reactivation	-3.775394091257956	-3.688589062319773	-3.7319915767888645	1.7203781116569125e-10	0.3883486488197522	6.681065151210387e-11
embryonic_reactivation	-3.688589062319773	-3.60178403338159	-3.645186547850681	9.851728286120127e-11	0.3883486488197522	3.825905368454084e-11
embryonic_reactivation	-3.60178403338159	-3.514979004443407	-3.5583815189124985	2.9580188516151836e-09	0.3883486488197522	1.1487426242081116e-09
embryonic_reactivation	-3.514979004443407	-3.4281739755052234	-3.471576489974315	8.237807686731158e-11	0.3883486488197522	3.1991414843790134e-11
embryonic_reactivation	-3.4281739755052234	-3.3413689465670404	-3.3847714610361317	5.353915695965984e-09	0.3883486488197522	2.079185926423253e-09
embryonic_reactivation	-3.3413689465670404	-3.2545639176288574	-3.297966432097949	7.062700387123932e-09	0.3883486488197522	2.7427901523583195e-09
embryonic_reactivation	-3.2545639176288574	-3.167758888690674	-3.2111614031597657	6.656079101402757e-08	0.3883486488197522	2.584879325467151e-08
embryonic_reactivation	-3.167758888690674	-3.080953859752491	-3.1243563742215823	4.779561615175951e-07	0.3883486488197522	1.8561362952043328e-07
embryonic_reactivation	-3.080953859752491	-2.994148830814308	-3.0375513452833998	3.6774575780362714e-09	0.3883486488197522	1.4281356815223444e-09
embryonic_reactivation	-2.994148830814308	-2.9073438018761246	-2.9507463163452163	8.532736415539426e-08	0.3883486488197522	3.3136766577098316e-08
embryonic_reactivation	-2.9073438018761246	-2.8205387729379416	-2.863941287407033	2.3584026847482665e-08	0.3883486488197522	9.158824959948653e-09
embryonic_reactivation	-2.8205387729379416	-2.7337337439997587	-2.7771362584688504	5.6617408813183725e-06	0.3883486488197522	2.198729421227543e-06
